verbose,total_opt_steps,N_epoch,N_E_traj,add_history,learning_rate,random_demos,N_agg_iter,opt_seed,run_seed,linear,RL_expert_folder,partial_obs,result_path,kill_feats,pair_E_s0,pi0_BC_init,density_ratio_feature_map,adversary_feature_map,H_dims,N_test_E_traj,N_test_rollout,batch_size,reinit_opt,resume_BC,record_intermediate,NN_mid_as_feats,N_FAIL_samps,render,switch_2_E_after,RL_expert_exp_id,RL_expert_load_best,RL_expert_algo,T_max,loss_function,alg,env_id,N_E_samp,w_max,w_min,final,w_ESS,reward,reward_std,loss_test,loss_train,class_test,runtime
0,400000,10,4,True,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,[1],False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC+H-PO1,MountainCar-v0,412,1.0,1.0,False,412.0,-200.0,0.0,0.11159147322177887,0.08526889234781265,0.02884615398943424,0.2112576961517334
0,800000,10,4,True,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,[1],False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC+H-PO1,MountainCar-v0,412,1.0,1.0,False,412.0,-200.0,0.0,0.11298038065433502,0.08063742518424988,0.02884615398943424,0.4193050384521485
0,1200000,10,4,True,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,[1],False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC+H-PO1,MountainCar-v0,412,1.0,1.0,False,412.0,-200.0,0.0,0.11652407050132753,0.07959415018558502,0.02884615398943424,0.6282518625259399
0,1600000,10,4,True,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,[1],False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC+H-PO1,MountainCar-v0,412,1.0,1.0,False,412.0,-200.0,0.0,0.11156388372182846,0.07895003259181976,0.02884615398943424,0.8437782327334086
0,2000000,10,4,True,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,[1],False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC+H-PO1,MountainCar-v0,412,1.0,1.0,True,412.0,-200.0,0.0,0.11474041640758514,0.08065430074930191,0.02884615398943424,1.0803152720133464
0,400000,10,10,False,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,,False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC,MountainCar-v0,1043,1.0,1.0,False,1042.9999999999998,-105.9,7.529276193632426,0.03859616816043854,0.043550822883844376,0.013461538590490818,0.21366055409113568
0,800000,10,10,False,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,,False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC,MountainCar-v0,1043,1.0,1.0,False,1042.9999999999998,-105.9,7.569015788066505,0.025579223409295082,0.033282872289419174,0.013461538590490818,0.4280965487162272
0,1200000,10,10,False,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,,False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC,MountainCar-v0,1043,1.0,1.0,False,1042.9999999999998,-106.1,7.712976079309465,0.02218178287148476,0.02625958435237408,0.007692307699471712,0.6407814661661784
0,1600000,10,10,False,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,,False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC,MountainCar-v0,1043,1.0,1.0,False,1042.9999999999998,-105.4,7.378346698278687,0.01502726227045059,0.017233321443200108,0.001923076924867928,0.8635016401608785
0,2000000,10,10,False,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,,False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC,MountainCar-v0,1043,1.0,1.0,True,1042.9999999999998,-106.0,7.641989269817119,0.015051572583615782,0.020876247435808185,0.005769230891019106,1.0774793227513628
0,400000,10,10,True,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,,False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC+H,MountainCar-v0,1043,1.0,1.0,False,1042.9999999999998,-104.2,8.482924024179399,0.035871054977178574,0.04189561679959297,0.013461538590490818,0.2197813908259074
0,800000,10,10,True,0.03,False,5,,0,False,my_RL_experts,False,results/results-MountainCar-v0--exp0.csv,,False,True,linear,poly 2,[64],10,10,128,False,False,True,False,1,False,10000000000.0,0,False,,10000,mse,BC+H,MountainCar-v0,1043,1.0,1.0,False,1042.9999999999998,-106.3,7.563729238940272,0.026330605149269104,0.03410032019019127,0.008653846569359303,0.4419476032257079
